Year,Month,Day,Global Solar Radiation (MJ/m&sup2;) - King's Park_Value,completeness
2012,5,1,12.73,C
2012,5,2,23.59,C
2012,5,3,11.11,C
2012,5,4,12.52,C
2012,5,5,8.09,C
2012,5,6,19.89,C
2012,5,7,22.22,C
2012,5,8,24.24,C
2012,5,9,26.91,C
2012,5,10,25.92,C
2012,5,11,7.95,C
2012,5,12,17.00,C
2012,5,13,14.05,C
2012,5,14,18.89,C
2012,5,15,15.61,C
2012,5,16,11.44,C
2012,5,17,12.61,C
2012,5,18,2.36,C
2012,5,19,16.14,C
2012,5,20,15.03,C
2012,5,21,17.91,C
2012,5,22,23.05,C
2012,5,23,17.96,C
2012,5,24,9.44,C
2012,5,25,19.89,C
2012,5,26,8.42,C
2012,5,27,13.01,C
2012,5,28,4.25,C
2012,5,29,5.91,C
2012,5,30,18.08,C
2012,5,31,13.03,C
2012,6,1,21.41,C
2012,6,2,19.59,C
2012,6,3,10.06,C
2012,6,4,19.53,C
2012,6,5,24.66,C
2012,6,6,25.44,C
2012,6,7,23.29,C
2012,6,8,17.17,C
2012,6,9,17.77,C
2012,6,10,7.98,C
2012,6,11,8.11,C
2012,6,12,13.98,C
2012,6,13,4.76,C
2012,6,14,20.18,C
2012,6,15,14.54,C
2012,6,16,3.69,C
2012,6,17,11.81,C
2012,6,18,13.98,C
2012,6,19,12.97,C
2012,6,20,19.25,C
2012,6,21,4.66,C
2012,6,22,8.10,C
2012,6,23,12.50,C
2012,6,24,9.30,C
2012,6,25,11.23,C
2012,6,26,7.55,C
2012,6,27,15.63,C
2012,6,28,19.24,C
2012,6,29,15.42,C
2012,6,30,9.05,C
2012,7,1,19.97,C
2012,7,2,19.55,C
2012,7,3,26.96,C
2012,7,4,27.29,C
2012,7,5,5.67,C
2012,7,6,18.10,C
2012,7,7,23.83,C
2012,7,8,20.77,C
2012,7,9,25.20,C
2012,7,10,27.47,C
2012,7,11,24.23,C
2012,7,12,26.07,C
2012,7,13,18.87,C
2012,7,14,19.57,C
2012,7,15,23.29,C
2012,7,16,14.68,C
2012,7,17,16.73,C
2012,7,18,15.87,C
2012,7,19,24.90,C
2012,7,20,17.96,C
2012,7,21,18.78,C
2012,7,22,14.69,C
2012,7,23,4.78,C
2012,7,24,6.44,C
2012,7,25,3.83,C
2012,7,26,4.98,C
2012,7,27,4.10,C
2012,7,28,18.45,C
2012,7,29,23.87,C
2012,7,30,26.33,C
2012,7,31,19.23,C
2012,8,1,21.02,C
2012,8,2,21.02,C
2012,8,3,12.13,C
2012,8,4,6.41,C
2012,8,5,12.02,C
2012,8,6,18.66,C
2012,8,7,20.13,C
2012,8,8,20.70,C
2012,8,9,23.07,C
2012,8,10,15.10,C
2012,8,11,6.39,C
2012,8,12,11.13,C
2012,8,13,9.24,C
2012,8,14,19.70,C
2012,8,15,17.72,C
2012,8,16,15.48,C
2012,8,17,8.66,C
2012,8,18,17.46,C
2012,8,19,21.67,C
2012,8,20,23.66,C
2012,8,21,17.45,C
2012,8,22,7.63,C
2012,8,23,19.64,C
2012,8,24,21.24,C
2012,8,25,15.99,C
2012,8,26,14.13,C
2012,8,27,20.14,C
2012,8,28,20.17,C
2012,8,29,18.99,C
2012,8,30,17.53,C
2012,8,31,16.12,C
2012,9,1,15.27,C
2012,9,2,23.19,C
2012,9,3,23.69,C
2012,9,4,13.42,C
2012,9,5,16.94,C
2012,9,6,18.84,C
2012,9,7,12.38,C
2012,9,8,12.03,C
2012,9,9,24.18,C
2012,9,10,11.42,C
2012,9,11,25.19,C
2012,9,12,25.94,C
2012,9,13,15.90,C
2012,9,14,18.52,C
2012,9,15,12.95,C
2012,9,16,23.24,C
2012,9,17,23.47,C
2012,9,18,14.68,C
2012,9,19,5.74,C
2012,9,20,10.90,C
2012,9,21,13.63,C
2012,9,22,18.89,C
2012,9,23,10.29,C
2012,9,24,12.14,C
2012,9,25,15.67,C
2012,9,26,9.06,C
2012,9,27,22.69,C
2012,9,28,20.47,C
2012,9,29,19.68,C
2012,9,30,12.29,C
2012,10,1,10.97,C
2012,10,2,19.25,C
2012,10,3,19.89,C
2012,10,4,17.54,C
2012,10,5,20.31,C
2012,10,6,18.32,C
2012,10,7,18.95,C
2012,10,8,14.69,C
2012,10,9,14.87,C
2012,10,10,19.58,C
2012,10,11,19.37,C
2012,10,12,17.85,C
2012,10,13,12.53,C
2012,10,14,14.24,C
2012,10,15,16.36,C
2012,10,16,11.90,C
2012,10,17,14.60,C
2012,10,18,7.43,C
2012,10,19,16.82,C
2012,10,20,18.96,C
2012,10,21,18.91,C
2012,10,22,18.15,C
2012,10,23,18.75,C
2012,10,24,19.08,C
2012,10,25,18.50,C
2012,10,26,8.35,C
2012,10,27,9.67,C
2012,10,28,15.09,C
2012,10,29,3.37,C
2012,10,30,2.49,C
2012,10,31,7.27,C
2012,11,1,18.66,C
2012,11,2,17.87,C
2012,11,3,17.68,C
2012,11,4,17.96,C
2012,11,5,16.86,C
2012,11,6,17.70,C
2012,11,7,11.84,C
2012,11,8,8.44,C
2012,11,9,9.39,C
2012,11,10,11.26,C
2012,11,11,12.82,C
2012,11,12,7.90,C
2012,11,13,15.79,C
2012,11,14,12.77,C
2012,11,15,3.91,C
2012,11,16,2.98,C
2012,11,17,5.85,C
2012,11,18,4.73,C
2012,11,19,13.06,C
2012,11,20,5.30,C
2012,11,21,2.61,C
2012,11,22,8.94,C
2012,11,23,4.35,C
2012,11,24,4.33,C
2012,11,25,3.21,C
2012,11,26,2.29,C
2012,11,27,2.28,C
2012,11,28,2.14,C
2012,11,29,2.90,C
2012,11,30,3.26,C
2012,12,1,4.71,C
2012,12,2,4.10,C
2012,12,3,2.83,C
2012,12,4,3.03,C
2012,12,5,2.69,C
2012,12,6,5.01,C
2012,12,7,9.09,C
2012,12,8,6.33,C
2012,12,9,16.26,C
2012,12,10,10.42,C
2012,12,11,10.84,C
2012,12,12,15.02,C
2012,12,13,16.12,C
2012,12,14,10.42,C
2012,12,15,10.19,C
2012,12,16,12.87,C
2012,12,17,7.28,C
2012,12,18,1.91,C
2012,12,19,3.35,C
2012,12,20,2.60,C
2012,12,21,8.66,C
2012,12,22,15.31,C
2012,12,23,15.32,C
2012,12,24,15.02,C
2012,12,25,4.90,C
2012,12,26,8.74,C
2012,12,27,2.67,C
2012,12,28,15.61,C
2012,12,29,4.77,C
2012,12,30,10.06,C
2012,12,31,16.86,C
2013,1,1,13.23,C
2013,1,2,12.04,C
2013,1,3,10.09,C
2013,1,4,4.02,C
2013,1,5,15.25,C
2013,1,6,15.40,C
2013,1,7,14.88,C
2013,1,8,12.54,C
2013,1,9,13.28,C
2013,1,10,6.46,C
2013,1,11,13.68,C
2013,1,12,8.15,C
2013,1,13,15.47,C
2013,1,14,16.80,C
2013,1,15,6.71,C
2013,1,16,15.25,C
2013,1,17,15.09,C
2013,1,18,11.59,C
2013,1,19,15.31,C
2013,1,20,4.80,C
2013,1,21,12.15,C
2013,1,22,14.83,C
2013,1,23,8.27,C
2013,1,24,14.63,C
2013,1,25,14.17,C
2013,1,26,15.05,C
2013,1,27,3.95,C
2013,1,28,16.50,C
2013,1,29,15.45,C
2013,1,30,18.22,C
2013,1,31,18.07,C
2013,2,1,17.51,C
2013,2,2,14.83,C
2013,2,3,6.72,C
2013,2,4,6.91,C
2013,2,5,13.50,C
2013,2,6,12.05,C
2013,2,7,11.17,C
2013,2,8,4.71,C
2013,2,9,7.26,C
2013,2,10,6.06,C
2013,2,11,17.29,C
2013,2,12,15.87,C
2013,2,13,15.38,C
2013,2,14,10.60,C
2013,2,15,14.77,C
2013,2,16,10.22,C
2013,2,17,8.38,C
2013,2,18,12.08,C
2013,2,19,17.42,C
2013,2,20,6.94,C
2013,2,21,12.10,C
2013,2,22,15.34,C
2013,2,23,18.15,C
2013,2,24,7.22,C
2013,2,25,12.65,C
2013,2,26,10.52,C
2013,2,27,13.33,C
2013,2,28,3.41,C
2013,3,1,5.70,C
2013,3,2,1.99,C
2013,3,3,8.32,C
2013,3,4,19.74,C
2013,3,5,22.10,C
2013,3,6,21.91,C
2013,3,7,20.88,C
2013,3,8,20.59,C
2013,3,9,20.24,C
2013,3,10,22.27,C
2013,3,11,15.88,C
2013,3,12,19.95,C
2013,3,13,15.52,C
2013,3,14,4.51,C
2013,3,15,16.70,C
2013,3,16,15.18,C
2013,3,17,11.15,C
2013,3,18,13.22,C
2013,3,19,5.64,C
2013,3,20,14.90,C
2013,3,21,3.41,C
2013,3,22,17.56,C
2013,3,23,11.68,C
2013,3,24,7.27,C
2013,3,25,3.20,C
2013,3,26,2.58,C
2013,3,27,4.93,C
2013,3,28,5.01,C
2013,3,29,7.03,C
2013,3,30,1.42,C
2013,3,31,4.80,C
2013,4,1,11.21,C
2013,4,2,4.74,C
2013,4,3,5.09,C
2013,4,4,4.59,C
2013,4,5,1.40,C
2013,4,6,8.09,C
2013,4,7,7.86,C
2013,4,8,5.39,C
2013,4,9,5.21,C
2013,4,10,2.83,C
2013,4,11,0.98,C
2013,4,12,6.10,C
2013,4,13,16.90,C
2013,4,14,14.23,C
2013,4,15,22.61,C
2013,4,16,5.25,C
2013,4,17,2.83,C
2013,4,18,7.88,C
2013,4,19,10.75,C
2013,4,20,15.32,C
2013,4,21,6.86,C
2013,4,22,5.09,C
2013,4,23,16.35,C
2013,4,24,18.55,C
2013,4,25,20.52,C
2013,4,26,4.23,C
2013,4,27,12.06,C
2013,4,28,6.45,C
2013,4,29,8.26,C
2013,4,30,11.63,C
2013,5,1,8.16,C
2013,5,2,11.03,C
2013,5,3,6.52,C
2013,5,4,6.65,C
2013,5,5,9.40,C
2013,5,6,7.87,C
2013,5,7,13.74,C
2013,5,8,2.64,C
2013,5,9,17.45,C
2013,5,10,8.02,C
2013,5,11,18.82,C
2013,5,12,10.56,C
2013,5,13,21.30,C
2013,5,14,14.87,C
2013,5,15,10.75,C
2013,5,16,5.78,C
2013,5,17,8.27,C
2013,5,18,16.13,C
2013,5,19,18.47,C
2013,5,20,15.72,C
2013,5,21,7.97,C
2013,5,22,2.34,C
2013,5,23,14.83,C
2013,5,24,19.16,C
2013,5,25,4.71,C
2013,5,26,8.61,C
2013,5,27,11.34,C
2013,5,28,17.46,C
2013,5,29,13.89,C
2013,5,30,21.20,C
2013,5,31,28.29,C
2013,6,1,28.34,C
2013,6,2,26.99,C
2013,6,3,22.78,C
2013,6,4,19.69,C
2013,6,5,10.05,C
2013,6,6,11.57,C
2013,6,7,23.03,C
2013,6,8,19.54,C
2013,6,9,14.43,C
2013,6,10,10.41,C
2013,6,11,3.40,C
2013,6,12,9.95,C
2013,6,13,6.25,C
2013,6,14,4.00,C
2013,6,15,3.02,C
2013,6,16,7.22,C
2013,6,17,12.06,C
2013,6,18,17.18,C
2013,6,19,27.29,C
2013,6,20,25.19,C
2013,6,21,20.60,C
2013,6,22,9.73,C
2013,6,23,13.55,C
2013,6,24,7.84,C
2013,6,25,12.81,C
2013,6,26,23.06,C
2013,6,27,23.86,C
2013,6,28,16.44,C
2013,6,29,16.15,C
2013,6,30,28.48,C
2013,7,1,16.84,C
2013,7,2,21.45,C
2013,7,3,24.57,C
2013,7,4,20.96,C
2013,7,5,27.09,C
2013,7,6,11.92,C
2013,7,7,13.10,C
2013,7,8,23.34,C
2013,7,9,20.69,C
2013,7,10,12.92,C
2013,7,11,19.72,C
2013,7,12,23.20,C
2013,7,13,22.52,C
2013,7,14,17.69,C
2013,7,15,6.08,C
2013,7,16,6.04,C
2013,7,17,15.89,C
2013,7,18,17.83,C
2013,7,19,9.56,C
2013,7,20,9.63,C
2013,7,21,13.13,C
2013,7,22,17.34,C
2013,7,23,12.43,C
2013,7,24,3.67,C
2013,7,25,5.54,C
2013,7,26,7.65,C
2013,7,27,13.67,C
2013,7,28,19.90,C
2013,7,29,20.37,C
2013,7,30,25.62,C
2013,7,31,21.21,C
2013,8,1,13.60,C
2013,8,2,6.45,C
2013,8,3,13.53,C
2013,8,4,17.78,C
2013,8,5,26.84,C
2013,8,6,27.09,C
2013,8,7,19.89,C
2013,8,8,21.47,C
2013,8,9,26.15,C
2013,8,10,13.94,C
2013,8,11,27.35,C
2013,8,12,26.19,C
2013,8,13,3.46,C
2013,8,14,6.18,C
2013,8,15,6.64,C
2013,8,16,2.64,C
2013,8,17,6.51,C
2013,8,18,8.25,C
2013,8,19,8.69,C
2013,8,20,17.75,C
2013,8,21,12.92,C
2013,8,22,10.07,C
2013,8,23,7.04,C
2013,8,24,8.39,C
2013,8,25,13.84,C
2013,8,26,22.84,C
2013,8,27,19.17,C
2013,8,28,25.42,C
2013,8,29,16.76,C
2013,8,30,7.51,C
2013,8,31,5.24,C
2013,9,1,15.13,C
2013,9,2,16.95,C
2013,9,3,6.55,C
2013,9,4,3.07,C
2013,9,5,2.93,C
2013,9,6,22.48,C
2013,9,7,23.28,C
2013,9,8,24.11,C
2013,9,9,22.64,C
2013,9,10,23.75,C
2013,9,11,19.42,C
2013,9,12,22.24,C
2013,9,13,16.31,C
2013,9,14,19.90,C
2013,9,15,13.38,C
2013,9,16,21.84,C
2013,9,17,18.93,C
2013,9,18,18.40,C
2013,9,19,18.51,C
2013,9,20,14.50,C
2013,9,21,21.38,C
2013,9,22,4.24,C
2013,9,23,11.44,C
2013,9,24,14.87,C
2013,9,25,21.49,C
2013,9,26,17.64,C
2013,9,27,20.86,C
2013,9,28,12.30,C
2013,9,29,8.26,C
2013,9,30,2.46,C
2013,10,1,20.52,C
2013,10,2,20.55,C
2013,10,3,17.49,C
2013,10,4,15.48,C
2013,10,5,21.15,C
2013,10,6,21.77,C
2013,10,7,21.05,C
2013,10,8,10.44,C
2013,10,9,19.42,C
2013,10,10,17.71,C
2013,10,11,16.70,C
2013,10,12,19.10,C
2013,10,13,18.18,C
2013,10,14,7.50,C
2013,10,15,19.15,C
2013,10,16,14.78,C
2013,10,17,7.93,C
2013,10,18,17.98,C
2013,10,19,14.55,C
2013,10,20,17.97,C
2013,10,21,9.73,C
2013,10,22,17.07,C
2013,10,23,17.91,C
2013,10,24,18.97,C
2013,10,25,19.44,C
2013,10,26,18.70,C
2013,10,27,17.79,C
2013,10,28,19.12,C
2013,10,29,16.03,C
2013,10,30,17.53,C
2013,10,31,18.56,C
2013,11,1,18.89,C
2013,11,2,7.67,C
2013,11,3,9.23,C
2013,11,4,4.46,C
2013,11,5,7.02,C
2013,11,6,9.69,C
2013,11,7,15.29,C
2013,11,8,12.85,C
2013,11,9,12.50,C
2013,11,10,5.61,C
2013,11,11,3.46,C
2013,11,12,0.84,C
2013,11,13,2.11,C
2013,11,14,9.90,C
2013,11,15,16.89,C
2013,11,16,16.09,C
2013,11,17,14.60,C
2013,11,18,17.76,C
2013,11,19,6.44,C
2013,11,20,7.37,C
2013,11,21,11.04,C
2013,11,22,11.38,C
2013,11,23,15.96,C
2013,11,24,14.04,C
2013,11,25,17.64,C
2013,11,26,13.85,C
2013,11,27,9.55,C
2013,11,28,7.71,C
2013,11,29,17.94,C
2013,11,30,16.44,C
2013,12,1,17.19,C
2013,12,2,17.69,C
2013,12,3,16.08,C
2013,12,4,15.62,C
2013,12,5,16.60,C
2013,12,6,16.23,C
2013,12,7,15.06,C
2013,12,8,8.20,C
2013,12,9,12.25,C
2013,12,10,10.90,C
2013,12,11,7.79,C
2013,12,12,7.50,C
2013,12,13,4.32,C
2013,12,14,4.23,C
2013,12,15,1.61,C
2013,12,16,2.09,C
2013,12,17,2.42,C
2013,12,18,17.61,C
2013,12,19,16.62,C
2013,12,20,14.05,C
2013,12,21,9.33,C
2013,12,22,15.42,C
2013,12,23,14.90,C
2013,12,24,14.92,C
2013,12,25,12.57,C
2013,12,26,15.65,C
2013,12,27,14.14,C
2013,12,28,12.86,C
2013,12,29,15.03,C
2013,12,30,14.51,C
2013,12,31,14.93,C
2014,1,1,16.11,C
2014,1,2,11.77,C
2014,1,3,13.92,C
2014,1,4,13.49,C
2014,1,5,14.17,C
2014,1,6,14.70,C
2014,1,7,10.02,C
2014,1,8,5.27,C
2014,1,9,4.91,C
2014,1,10,6.52,C
2014,1,11,17.21,C
2014,1,12,13.58,C
2014,1,13,12.20,C
2014,1,14,16.18,C
2014,1,15,18.41,C
2014,1,16,17.42,C
2014,1,17,14.91,C
2014,1,18,17.50,C
2014,1,19,14.49,C
2014,1,20,16.60,C
2014,1,21,16.22,C
2014,1,22,18.20,C
2014,1,23,18.32,C
2014,1,24,17.70,C
2014,1,25,15.27,C
2014,1,26,13.40,C
2014,1,27,16.46,C
2014,1,28,16.32,C
2014,1,29,18.83,C
2014,1,30,18.45,C
2014,1,31,18.99,C
2014,2,1,11.60,C
2014,2,2,18.31,C
2014,2,3,18.68,C
2014,2,4,5.17,C
2014,2,5,12.51,C
2014,2,6,14.55,C
2014,2,7,11.85,C
2014,2,8,1.78,C
2014,2,9,1.11,C
2014,2,10,3.49,C
2014,2,11,4.38,C
2014,2,12,2.36,C
2014,2,13,3.03,C
2014,2,14,13.65,C
2014,2,15,3.30,C
2014,2,16,4.70,C
2014,2,17,12.91,C
2014,2,18,8.03,C
2014,2,19,4.24,C
2014,2,20,22.99,C
2014,2,21,15.11,C
2014,2,22,11.90,C
2014,2,23,20.52,C
2014,2,24,17.24,C
2014,2,25,13.40,C
2014,2,26,13.65,C
2014,2,27,7.18,C
2014,2,28,4.72,C
2014,3,1,8.79,C
2014,3,2,7.24,C
2014,3,3,4.58,C
2014,3,4,5.61,C
2014,3,5,4.34,C
2014,3,6,3.69,C
2014,3,7,3.50,C
2014,3,8,4.11,C
2014,3,9,3.57,C
2014,3,10,4.99,C
2014,3,11,3.37,C
2014,3,12,3.76,C
2014,3,13,7.78,C
2014,3,14,8.72,C
2014,3,15,5.32,C
2014,3,16,11.19,C
2014,3,17,9.55,C
2014,3,18,14.86,C
2014,3,19,19.64,C
2014,3,20,16.30,C
2014,3,21,4.53,C
2014,3,22,20.88,C
2014,3,23,22.54,C
2014,3,24,20.48,C
2014,3,25,21.84,C
2014,3,26,18.14,C
2014,3,27,20.98,C
2014,3,28,7.13,C
2014,3,29,3.23,C
2014,3,30,4.62,C
2014,3,31,1.59,C
2014,4,1,3.90,C
2014,4,2,3.94,C
2014,4,3,4.58,C
2014,4,4,18.78,C
2014,4,5,23.24,C
2014,4,6,2.53,C
2014,4,7,9.02,C
2014,4,8,4.03,C
2014,4,9,23.83,C
2014,4,10,14.63,C
2014,4,11,21.33,C
2014,4,12,23.65,C
2014,4,13,21.87,C
2014,4,14,7.39,C
2014,4,15,19.22,C
2014,4,16,10.19,C
2014,4,17,19.98,C
2014,4,18,20.43,C
2014,4,19,20.05,C
2014,4,20,10.82,C
2014,4,21,6.66,C
2014,4,22,9.87,C
2014,4,23,2.54,C
2014,4,24,4.28,C
2014,4,25,7.37,C
2014,4,26,7.62,C
2014,4,27,22.07,C
2014,4,28,19.31,C
2014,4,29,12.54,C
2014,4,30,12.97,C
2014,5,1,9.64,C
2014,5,2,17.13,C
2014,5,3,20.90,C
2014,5,4,4.64,C
2014,5,5,8.76,C
2014,5,6,3.29,C
2014,5,7,3.27,C
2014,5,8,6.84,C
2014,5,9,0.74,C
2014,5,10,5.55,C
2014,5,11,2.84,C
2014,5,12,13.85,C
2014,5,13,10.56,C
2014,5,14,14.51,C
2014,5,15,15.42,C
2014,5,16,7.57,C
2014,5,17,10.02,C
2014,5,18,12.63,C
2014,5,19,18.73,C
2014,5,20,9.64,C
2014,5,21,12.25,C
2014,5,22,7.96,C
2014,5,23,2.46,C
2014,5,24,16.39,C
2014,5,25,24.53,C
2014,5,26,23.55,C
2014,5,27,25.47,C
2014,5,28,27.43,C
2014,5,29,21.46,C
2014,5,30,21.15,C
2014,5,31,21.96,C
2014,6,1,26.25,C
2014,6,2,25.09,C
2014,6,3,12.80,C
2014,6,4,27.26,C
2014,6,5,13.97,C
2014,6,6,7.32,C
2014,6,7,10.41,C
2014,6,8,14.93,C
2014,6,9,20.33,C
2014,6,10,17.70,C
2014,6,11,9.23,C
2014,6,12,22.59,C
2014,6,13,19.47,C
2014,6,14,21.31,C
2014,6,15,9.74,C
2014,6,16,16.40,C
2014,6,17,12.79,C
2014,6,18,21.92,C
2014,6,19,14.29,C
2014,6,20,5.55,C
2014,6,21,9.97,C
2014,6,22,4.69,C
2014,6,23,6.00,C
2014,6,24,13.48,C
2014,6,25,10.67,C
2014,6,26,24.11,C
2014,6,27,21.28,C
2014,6,28,23.67,C
2014,6,29,16.73,C
2014,6,30,13.57,C
2014,7,1,10.98,C
2014,7,2,18.57,C
2014,7,3,24.72,C
2014,7,4,26.71,C
2014,7,5,23.97,C
2014,7,6,20.60,C
2014,7,7,6.84,C
2014,7,8,16.67,C
2014,7,9,23.13,C
2014,7,10,17.70,C
2014,7,11,14.21,C
2014,7,12,18.60,C
2014,7,13,18.24,C
2014,7,14,19.00,C
2014,7,15,24.00,C
2014,7,16,25.79,C
2014,7,17,15.79,C
2014,7,18,5.78,C
2014,7,19,20.71,C
2014,7,20,24.35,C
2014,7,21,16.67,C
2014,7,22,20.29,C
2014,7,23,22.64,C
2014,7,24,10.38,C
2014,7,25,22.26,C
2014,7,26,13.96,C
2014,7,27,16.60,C
2014,7,28,27.91,C
2014,7,29,21.80,C
2014,7,30,25.31,C
2014,7,31,24.35,C
2014,8,1,23.72,C
2014,8,2,24.56,C
2014,8,3,22.76,C
2014,8,4,20.91,C
2014,8,5,10.69,C
2014,8,6,11.03,C
2014,8,7,16.25,C
2014,8,8,25.54,C
2014,8,9,21.02,C
2014,8,10,20.61,C
2014,8,11,19.19,C
2014,8,12,13.84,C
2014,8,13,1.03,C
2014,8,14,11.68,C
2014,8,15,26.71,C
2014,8,16,22.39,C
2014,8,17,26.32,C
2014,8,18,25.03,C
2014,8,19,12.58,C
2014,8,20,4.71,C
2014,8,21,16.81,C
2014,8,22,12.87,C
2014,8,23,17.28,C
2014,8,24,21.52,C
2014,8,25,27.00,C
2014,8,26,25.94,C
2014,8,27,13.01,C
2014,8,28,18.13,C
2014,8,29,25.05,C
2014,8,30,25.63,C
2014,8,31,12.36,C
2014,9,1,23.12,C
2014,9,2,20.03,C
2014,9,3,23.81,C
2014,9,4,12.57,C
2014,9,5,20.99,C
2014,9,6,22.58,C
2014,9,7,17.02,C
2014,9,8,11.44,C
2014,9,9,21.41,C
2014,9,10,18.05,C
2014,9,11,21.74,C
2014,9,12,10.36,C
2014,9,13,22.01,C
2014,9,14,22.79,C
2014,9,15,15.97,C
2014,9,16,5.71,C
2014,9,17,6.84,C
2014,9,18,23.04,C
2014,9,19,13.44,C
2014,9,20,20.79,C
2014,9,21,9.61,C
2014,9,22,13.06,C
2014,9,23,11.87,C
2014,9,24,8.36,C
2014,9,25,8.77,C
2014,9,26,11.72,C
2014,9,27,22.23,C
2014,9,28,20.99,C
2014,9,29,19.74,C
2014,9,30,14.65,C
2014,10,1,19.27,C
2014,10,2,15.56,C
2014,10,3,9.55,C
2014,10,4,8.67,C
2014,10,5,18.82,C
2014,10,6,21.37,C
2014,10,7,21.09,C
2014,10,8,19.95,C
2014,10,9,14.68,C
2014,10,10,16.97,C
2014,10,11,19.93,C
2014,10,12,20.35,C
2014,10,13,19.91,C
2014,10,14,16.67,C
2014,10,15,19.21,C
2014,10,16,17.71,C
2014,10,17,19.87,C
2014,10,18,20.77,C
2014,10,19,16.77,C
2014,10,20,18.08,C
2014,10,21,15.43,C
2014,10,22,16.95,C
2014,10,23,4.60,C
2014,10,24,5.54,C
2014,10,25,9.24,C
2014,10,26,13.66,C
2014,10,27,18.69,C
2014,10,28,16.04,C
2014,10,29,16.22,C
2014,10,30,16.70,C
2014,10,31,17.01,C
2014,11,1,17.59,C
2014,11,2,12.87,C
2014,11,3,3.44,C
2014,11,4,3.86,C
2014,11,5,9.16,C
2014,11,6,8.36,C
2014,11,7,2.52,C
2014,11,8,1.36,C
2014,11,9,12.13,C
2014,11,10,14.02,C
2014,11,11,8.58,C
2014,11,12,8.45,C
2014,11,13,3.99,C
2014,11,14,10.53,C
2014,11,15,17.89,C
2014,11,16,16.26,C
2014,11,17,16.75,C
2014,11,18,14.52,C
2014,11,19,14.20,C
2014,11,20,17.04,C
2014,11,21,17.25,C
2014,11,22,17.40,C
2014,11,23,15.08,C
2014,11,24,14.58,C
2014,11,25,15.19,C
2014,11,26,11.16,C
2014,11,27,3.76,C
2014,11,28,10.51,C
2014,11,29,3.97,C
2014,11,30,6.87,C
2014,12,1,2.31,C
2014,12,2,2.47,C
2014,12,3,2.47,C
2014,12,4,4.42,C
2014,12,5,6.90,C
2014,12,6,9.93,C
2014,12,7,4.08,C
2014,12,8,12.97,C
2014,12,9,15.62,C
2014,12,10,4.86,C
2014,12,11,8.78,C
2014,12,12,9.74,C
2014,12,13,15.73,C
2014,12,14,15.59,C
2014,12,15,5.28,C
2014,12,16,14.62,C
2014,12,17,16.85,C
2014,12,18,6.68,C
2014,12,19,2.87,C
2014,12,20,16.79,C
2014,12,21,14.96,C
2014,12,22,15.30,C
2014,12,23,3.67,C
2014,12,24,9.18,C
2014,12,25,4.13,C
2014,12,26,3.15,C
2014,12,27,2.99,C
2014,12,28,8.17,C
2014,12,29,17.51,C
2014,12,30,17.60,C
2014,12,31,16.11,C
2015,1,1,16.59,C
2015,1,2,15.53,C
2015,1,3,16.42,C
2015,1,4,15.40,C
2015,1,5,8.15,C
2015,1,6,14.96,C
2015,1,7,3.55,C
2015,1,8,16.34,C
2015,1,9,15.22,C
2015,1,10,15.83,C
2015,1,11,9.86,C
2015,1,12,1.63,C
2015,1,13,3.16,C
2015,1,14,18.49,C
2015,1,15,18.06,C
2015,1,16,17.00,C
2015,1,17,17.00,C
2015,1,18,16.09,C
2015,1,19,17.07,C
2015,1,20,14.69,C
2015,1,21,10.90,C
2015,1,22,18.14,C
2015,1,23,17.70,C
2015,1,24,9.05,C
2015,1,25,9.90,C
2015,1,26,16.76,C
2015,1,27,10.88,C
2015,1,28,14.49,C
2015,1,29,18.09,C
2015,1,30,9.71,C
2015,1,31,4.81,C
2015,2,1,6.85,C
2015,2,2,17.33,C
2015,2,3,17.52,C
2015,2,4,3.84,C
2015,2,5,10.16,C
2015,2,6,7.63,C
2015,2,7,12.82,C
2015,2,8,17.34,C
2015,2,9,16.96,C
2015,2,10,16.55,C
2015,2,11,12.51,C
2015,2,12,18.13,C
2015,2,13,19.49,C
2015,2,14,13.69,C
2015,2,15,3.48,C
2015,2,16,8.24,C
2015,2,17,11.57,C
2015,2,18,8.18,C
2015,2,19,7.76,C
2015,2,20,9.65,C
2015,2,21,6.58,C
2015,2,22,5.71,C
2015,2,23,8.05,C
2015,2,24,8.10,C
2015,2,25,7.45,C
2015,2,26,13.13,C
2015,2,27,3.13,C
2015,2,28,8.30,C
2015,3,1,8.02,C
2015,3,2,4.88,C
2015,3,3,9.10,C
2015,3,4,2.97,C
2015,3,5,4.24,C
2015,3,6,4.16,C
2015,3,7,6.88,C
2015,3,8,13.59,C
2015,3,9,17.33,C
2015,3,10,13.38,C
2015,3,11,5.97,C
2015,3,12,3.39,C
2015,3,13,7.36,C
2015,3,14,5.44,C
2015,3,15,7.03,C
2015,3,16,11.38,C
2015,3,17,10.92,C
2015,3,18,7.80,C
2015,3,19,14.72,C
2015,3,20,17.48,C
2015,3,21,16.51,C
2015,3,22,7.18,C
2015,3,23,13.86,C
2015,3,24,16.15,C
2015,3,25,3.88,C
2015,3,26,6.95,C
2015,3,27,8.22,C
2015,3,28,19.55,C
2015,3,29,19.22,C
2015,3,30,14.51,C
2015,3,31,11.69,C
2015,4,1,12.16,C
2015,4,2,13.67,C
2015,4,3,6.10,C
2015,4,4,12.74,C
2015,4,5,25.32,C
2015,4,6,23.17,C
2015,4,7,13.31,C
2015,4,8,4.97,C
